Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
PRK,photorefractive keratectomy,激光屈光角膜切削术,https://en.wikipedia.org/wiki/Photorefractive_keratectomy,,
PRN,as needed,如所须,,,
PROM,premature rupture of membranes,早期羊膜囊破裂,https://en.wikipedia.org/wiki/Prelabor_rupture_of_membranes,,
PRRT2,Proline Rich Transmembrane Protein 2,脯氨酸丰富的跨膜蛋白2,,,
PRV,planning at-risk volume,计划风险量,,,
PS,Parkinsonian syndromes,帕金森综合症,,,
PS,pressure support,压力支持,https://en.wikipedia.org/wiki/Pressure_support_ventilation,,
PSA,prostate specific antigen,前列腺特异抗原,https://en.wikipedia.org/wiki/Prostate-specific_antigen,,
PSARP,posterior sagittal anorectoplasty,后矢状肛门直肠成形术,,,
PSC,primary sclerosing cholangitis,原发性硬化性胆管炎,https://en.wikipedia.org/wiki/Primary_sclerosing_cholangitis,,
PSG,polysomnogram,多项生理睡眠检查,https://en.wikipedia.org/wiki/Polysomnography,,
PSH,past surgical history,病史,https://en.wikipedia.org/wiki/Medical_history#Process,,
PSI,pneumonia severity index,肺炎严重程度指数,https://en.wikipedia.org/wiki/Pneumonia_severity_index,,
PSM,positive surgical margins,手术切缘阳性,,,
PSP,progressive supranuclear palsy,进行性核上性麻痹,https://en.wikipedia.org/wiki/Progressive_supranuclear_palsy,,
PSPT,passive scattering proton therapy,被动散射质子治疗,,,
PSV,pressure support ventilation,压力支持通气,https://en.wikipedia.org/wiki/Pressure_support_ventilation,,
PSW,penoscrotal webbing,阴囊织带,,,
PT,physical therapy,物理治疗,https://en.wikipedia.org/wiki/Physical_therapy,,
PT,prothrombin time,凝血酶原时间,https://en.wikipedia.org/wiki/Prothrombin_time,,
PTA,Percutaneous Transluminal Angioplasty,血管再成形术,https://en.wikipedia.org/wiki/Angioplasty,,
PTA,peritonsillar abscess,扁桃体周脓肿,https://en.wikipedia.org/wiki/Peritonsillar_abscess,,
PTA,prior to admission,入学前,,,
PTA,pure-tone average,纯音平均,,,
PTCA,Percutaneous Transluminal Coronary Angioplasty,经皮冠状动脉介入治疗,https://en.wikipedia.org/wiki/Percutaneous_coronary_intervention,,
PTE,pulmonary thromboembolism,肺血栓栓塞,,,
PTEN,phosphatase and tensin homolog,PTEN (基因),https://en.wikipedia.org/wiki/PTEN_(gene),,
PTFE,polytetrafluoroethylene,聚四氟乙烯,https://en.wikipedia.org/wiki/Polytetrafluoroethylene,,
PTH,parathyroid hormone,甲状旁腺激素,https://en.wikipedia.org/wiki/Parathyroid_hormone,,
PTHrP,parathyroid hormone-related protein,甲状旁腺激素相关蛋白,https://en.wikipedia.org/wiki/Parathyroid_hormone-related_protein,,
PTK,phototherapeutic keratectomy,光疗性角膜切除术,https://en.wikipedia.org/wiki/Phototherapeutic_keratectomy,,
PTP,protein tyrosine phosphatase,蛋白酪氨酸磷酸酶,https://en.wikipedia.org/wiki/Protein_tyrosine_phosphatase,,
PTS,Parsonage-Turner syndrome,帕森纳-特纳综合征,https://en.wikipedia.org/wiki/Parsonage%E2%80%93Turner_syndrome,,
PTSD,post traumatic stress disorder,创伤后压力综合征,https://en.wikipedia.org/wiki/Post-traumatic_stress_disorder,,
PTT,partial thromboplastin time,凝血活酶时间,https://en.wikipedia.org/wiki/Partial_thromboplastin_time,,
PTV,planning target volume,规划目标量,,,
PUD,peptic ulcer disease,胃及十二指肠溃疡,https://en.wikipedia.org/wiki/Peptic_ulcer_disease,,
PUP,previously untreated patient,先前未接受治疗的患者,,,
PUVA,psoralen and ultraviolet A,补骨脂素和紫外线A,,,
PV,pressure-volume,压力体积,,,
PV,pulmonary vein,肺静脉,https://en.wikipedia.org/wiki/Pulmonary_vein,,
PVC,premature ventricular contraction,室性早搏,https://en.wikipedia.org/wiki/Premature_ventricular_contraction,,
PVD,peripheral vascular disease,周边动脉阻塞,https://en.wikipedia.org/wiki/Peripheral_artery_disease,,
PVI,pulmonary vein isolation,肺静脉隔离,,,
PVL,Periventricular Leukomalacia,脑室周围白细胞减少症,,,
PVP-I,povidone-iodine,聚维酮碘,https://en.wikipedia.org/wiki/Povidone-iodine,,
PVR,postvoid residual urine volume,术后无残留尿量,,,
PVR,pulse volume recording,脉冲量记录,,,
PVS,pulmonary vein stenosis,肺静脉狭窄,https://en.wikipedia.org/wiki/Pulmonary_vein_stenosis,,
PW,posterior wall,后壁,https://en.wikipedia.org/wiki/Posterior_wall,,
PWC,Power Wheelchair,电动轮椅,,,
PWS,Prader-Willi syndrome,普瑞德威利综合征,https://en.wikipedia.org/wiki/Prader%E2%80%93Willi_syndrome,,
Ph,Philadelphia chromosome,费城染色体,https://en.wikipedia.org/wiki/Philadelphia_chromosome,,Y
Pi,inorganic phosphate,磷酸盐,https://en.wikipedia.org/wiki/Phosphate#Biochemistry_of_phosphates,,
PiB-PET,Pittsburgh compound B-positron emission tomography ,匹兹堡复合B正电子发射断层扫描,,,
PpIX,protoporphyrin IX,原卟啉IX,https://en.wikipedia.org/wiki/Protoporphyrin_IX,,
PsA,psoriatic arthritis,干癣性关节炎,https://en.wikipedia.org/wiki/Psoriatic_arthritis,,
Pt,patient,患者,https://en.wikipedia.org/wiki/Patient,,
pBNP,NT-Pro B-Type Natriuretic Peptide,NT-Pro B型利钠肽,,,
pCO2,partial pressure of carbon dioxide,PCO2,https://en.wikipedia.org/wiki/PCO2,,
pJIA,polyarticular Juvenile Idiopathic Arthritis,多关节青少年特发性关节炎,,,
pPCI,primary percutaneous coronary intervention,经皮冠状动脉介入治疗,https://en.wikipedia.org/wiki/Percutaneous_coronary_intervention,,
Q4H,every four hours,每四个小时,,,
Q8H,every eight hours,每八小时,,,
QALY,Quality Adjusted Life Years,质量调整寿命年,https://en.wikipedia.org/wiki/Quality-adjusted_life_year,,
QAM,every morning,每天早上,,,
QD,every day/daily,每天/每天,,,
QH,every hour/hourly,每小时/每小时,,,
QHP,Qualified Healthcare Professional,合格的医疗保健专业人员,,,
QHS,every night/nightly,每晚/每晚,,,
QID,four times per day,每天四次,,,
QN,every night/nightly,每晚/每晚,,,
QOD,every other day,每个另一天,,,
QXH,every X hours,每X小时,,,
Qmax,maximum urine flow rate,最大尿流率,,,
QoL,quality of life,生活质量,https://en.wikipedia.org/wiki/Quality_of_life,,
qPCR,quantitative polymerase chain reaction,即时聚合酶链式反应,https://en.wikipedia.org/wiki/Real-time_polymerase_chain_reaction,,
R,right,权利,https://en.wikipedia.org/wiki/Rights,,
R/O,rule out,排除,,,
R0,reproduction number,复制号,,,
RA,rheumatoid arthritis,类风湿性关节炎,https://en.wikipedia.org/wiki/Rheumatoid_arthritis,,
RA,right atrium,心房,https://en.wikipedia.org/wiki/Atrium_(heart),,
RA,room air,室内空气,,,
RA,rotational atherectomy,旋磨术,,,
RAC,recovery audit contractor,恢复审计承包商,,,
RAS,resistance-associated substitution,抗性相关替代,,,
RBAS,radiosurgery-based AVM score,基于放射外科的AVM评分,,,
RBBB,right bundle branch block,右束支传导阻滞,https://en.wikipedia.org/wiki/Right_bundle_branch_block,,
RBC,red blood cells,红细胞,https://en.wikipedia.org/wiki/Red_blood_cell,,
RBC,red blood count,全血细胞计数,https://en.wikipedia.org/wiki/Complete_blood_count,,
RBD,receptor binding domain,受体结合域,,,
RC,radical cystectomy,根治性膀胱切除术,https://en.wikipedia.org/wiki/Cystectomy#Radical_cystectomy,,
RCA,right coronary artery,右冠状动脉,https://en.wikipedia.org/wiki/Right_coronary_artery,,
RCC,renal cell carcinoma,肾细胞癌,https://en.wikipedia.org/wiki/Renal_cell_carcinoma,,
RCG,radiocardiography,放射心动图,,,
RCM,reflectance confocal microcopy,反射共聚焦显微镜,,,
RCM,reflectance confocal microscopy,反射共聚焦显微镜,,,
RCT,randomized controlled trial,随机对照试验,https://en.wikipedia.org/wiki/Randomized_controlled_trial,,
RCT,rotator cuff tear,肩袖撕裂,https://en.wikipedia.org/wiki/Rotator_cuff_tear,,
RD,retinal detachment,视网膜脱落,https://en.wikipedia.org/wiki/Retinal_detachment,,
RDF,roof-dependent flutter,屋顶相关的颤动,,,
RDI,respiratory disturbance index,呼吸障碍指数,https://en.wikipedia.org/wiki/Respiratory_disturbance_index,,
RDS,respiratory distress syndrome,呼吸窘迫综合征,https://en.wikipedia.org/wiki/Respiratory_distress_syndrome,,
RDV,remdesivir,瑞德西韦,https://en.wikipedia.org/wiki/Remdesivir,,
REM,rapid eye movement,眼睛快速运动,https://en.wikipedia.org/wiki/Rapid_eye_movement_sleep,快速动眼期,Y
REMS,risk evaluation and mitigation strategy,风险评估和缓解策略,https://en.wikipedia.org/wiki/Risk_Evaluation_and_Mitigation_Strategies,,
RERA,respiratory-effort related arousal,呼吸努力相关唤醒,,,
RETU,Rapid Evaluation and Treatment Unit,快速评估和治疗单位,,,
RF,risk factor,风险因子,https://en.wikipedia.org/wiki/Risk_factor,,
RFA,radiofrequency ablation,射频烧灼术,https://en.wikipedia.org/wiki/Radiofrequency_ablation,,
RFA,right femoral artery,右股动脉,,,
RFFP,radial forearm flap phalloplasty,骨前臂皮瓣阴茎成形术,,,
RFP,red fluorescent protein,红色荧光蛋白,https://en.wikipedia.org/wiki/Red_fluorescent_protein,,
RFS,Reflux Finding Score,反流发现分数,,,
RFS,recurrence-free survival,无复发生存,,,
RFT,renal function test,肾功能,https://en.wikipedia.org/wiki/Assessment_of_kidney_function,,
RFVTA,radiofrequency volumetric thermal ablation,射频体积热消融,,,
RIC,radiation-induced change,辐射诱发的变化,,,
RIMA,right internal mammary artery,右乳内动脉,,,
RIPC,remote ischaemic preconditioning,远程缺血预处理,,,
RIS,reflux injury score,反流损伤评分,,,
RITLS,Rossetti Infant-Toddler Language Scale,罗塞蒂婴幼儿语言量表,,,
RLE,right lower extremity,右下肢,,,
RLF,Retrolental Fibroplasia,迟发性纤维化,,,
RLL,right lower lobe,右下叶,,,
RLQ,right lower quadrant,右下象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
RML,right middle lobe,右中叶,,,
RMS,relapsing multiple sclerosis,多发性硬化症,https://en.wikipedia.org/wiki/Multiple_sclerosis,,
RNA,ribonucleic acid,核糖核酸,https://en.wikipedia.org/wiki/RNA,,
RNFL,retinal nerve fiber layer,神经纤维层,https://en.wikipedia.org/wiki/Retinal_nerve_fiber_layer,,
RNP,ribonucleoprotein,核蛋白,https://en.wikipedia.org/wiki/Nucleoprotein#Ribonucleoproteins,,
ROC,receiver operating characteristic,ROC曲线,https://en.wikipedia.org/wiki/Receiver_operating_characteristic,,
ROM,range of motion,活动范围,https://en.wikipedia.org/wiki/Range_of_motion,,
ROM,rupture of membranes,羊膜囊破裂,https://en.wikipedia.org/wiki/Rupture_of_membranes,,
ROS,review of systems,系统审查,https://en.wikipedia.org/wiki/Review_of_systems,,
ROSAH,"retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis and migraine headache",视网膜营养不良，视神经水肿，脾肿大，多汗症和偏头痛,,,
ROSC,return of spontaneous circulation,自主循环再现,https://en.wikipedia.org/wiki/Return_of_spontaneous_circulation,,
RP,radiation pneumonitis,放射性肺炎,https://en.wikipedia.org/wiki/Radiation-induced_lung_injury,,
RP,retinitis pigmentosa ,视网膜色素变性,https://en.wikipedia.org/wiki/Retinitis_pigmentosa,,
RP PCR,respiratory polymerase chain reaction,呼吸道聚合酶链反应,,,
RPE,retinal pigment epithelium,视网膜色素上皮,https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,,
RPG,Retrograde Pyelogram,逆行肾盂造影,https://en.wikipedia.org/wiki/Retrograde_pyelogram,,
RPL,recurrent pregnancy loss,反复流产,https://en.wikipedia.org/wiki/Recurrent_miscarriage,,
RPLV,right posterolateral ventricular branch,右后外侧心室分支,,,
RPP,Respiratory Pathogen Panel,呼吸道病原体,,,
RPR,rapid plasma regain,快速血浆恢复,,,
RPT,Rifapentine,利福喷丁,https://en.wikipedia.org/wiki/Rifapentine,,
RR,relative risk,相对风险,https://en.wikipedia.org/wiki/Relative_risk,,
RR,respiratory rate,呼吸频率,https://en.wikipedia.org/wiki/Respiratory_rate,,
RRR,regular rate and rhythm,规律的节奏和节奏,,,
RRT,renal replacement therapy,肾脏替代疗法,https://en.wikipedia.org/wiki/Renal_replacement_therapy,,
RSD,reflex sympathetic dystrophy,反射性交感神经营养不良,https://en.wikipedia.org/wiki/Complex_regional_pain_syndrome,,
RST,renal support therapy,肾支持疗法,,,
RSV,respiratory syncytial virus,人类呼吸道合胞病毒,https://en.wikipedia.org/wiki/Respiratory_syncytial_virus,,
RT,radiation therapy,放射治疗,https://en.wikipedia.org/wiki/Radiation_therapy,,
RT,respiration therapy,呼吸疗法,,,
RT-PCR,reverse transcription polymerase chain reaction,逆转录聚合酶链式反应,https://en.wikipedia.org/wiki/Reverse_transcription_polymerase_chain_reaction,,
RTA,renal tubular acidosis,肾小管性酸中毒,https://en.wikipedia.org/wiki/Renal_tubular_acidosis,,
RTC,replicase-transcriptase complex,复制酶-转录酶复合体,,,
RTK,receptor tyrosine kinase,受体酪氨酸激酶,https://en.wikipedia.org/wiki/Receptor_tyrosine_kinase,,
RTOG,Radiation Therapy Oncology Group,放射治疗肿瘤学小组,https://en.wikipedia.org/wiki/Radiation_Therapy_Oncology_Group,,
RUE,right upper extremity,右上肢,,,
RUL,right upper lobe,右上叶,,,
RUQ,right upper quadrant,右上象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
RV,right ventricle,心室,https://en.wikipedia.org/wiki/Ventricle_(heart),,
RVFWS,RV free wall longitudinal systolic strain,右室游离壁纵向收缩应变,,,
RVP,respiratory viral panel,呼吸系统病毒,,,
RVR,rapid ventricular response,快速心室反应,,,
RW,rolling walker,滚动助行器,https://en.wikipedia.org/wiki/Walker_(mobility),,
RYR2,ryanodine receptor-2,ryanodine receptor-2,,,
RasGEF,Ras guanine nucleotide exchange factor,Ras鸟嘌呤核苷酸交换因子,,,
RdRp,RNA-dependent RNA polymerase,RNA复制酶,https://en.wikipedia.org/wiki/RNA-dependent_RNA_polymerase,,
Rh,rhesus factor,Rh血型系统,https://en.wikipedia.org/wiki/Rh_blood_group_system,,
rAAA,Ruptured Abdominal Aortic Aneurysm,破裂性腹主动脉瘤,,,
rRT-PCR,real-time reverse transcriptase polymerase chain reaction,实时逆转录聚合酶链反应,,,
rTMS,repetitive transcranial magnetic stimulation,重复经颅磁刺激,https://en.wikipedia.org/wiki/Transcranial_magnetic_stimulation,,
rUTI,recurrent urinary tract infection,反复尿路感染,,,
rhGH,recombinant human growth hormone,生长激素,https://en.wikipedia.org/wiki/Growth_hormone,,
S/P,status post,状态讯息,https://en.wikipedia.org/wiki/Sequela,,
SAAG,serum-ascites albumin gradient,血清腹水白蛋白梯度,https://en.wikipedia.org/wiki/Serum-ascites_albumin_gradient,,
SAB,spontaneous abortion,流产,https://en.wikipedia.org/wiki/Miscarriage,,
SABR,spontaneous abortion rate,自然流产率,,,
SACH,"solid ankle, cushioned heel",脚踝结实，脚跟垫,,,
SAD,seasonal affective disorder,季节性抑郁症,https://en.wikipedia.org/wiki/Seasonal_affective_disorder,,
SAE,serious adverse event,严重不良事件,https://en.wikipedia.org/wiki/Serious_adverse_event,,
SAEF,Secondary Aortoenteric Fistula,继发性主肠瘘,,,
SALT,Severity of Alopecia Tool,严重程度的脱发工具,,,
SAMe,S-adenosylmethionine,S-腺苷甲硫氨酸,https://en.wikipedia.org/wiki/S-Adenosyl_methionine,,
SARI,Severe Acute Respiratory Infections,严重急性呼吸道感染,,,
SARS,severe acute respiratory syndrome,严重急性呼吸道综合征,https://en.wikipedia.org/wiki/Severe_acute_respiratory_syndrome,,
SARS-CoV,severe acute respiratory syndrome coronavirus,严重急性呼吸道综合征冠状病毒,https://en.wikipedia.org/wiki/Severe_acute_respiratory_syndrome_coronavirus,,
SARS-CoV-2,Severe Acute Respiratory Syndrome Coronavirus-2 Virus,严重急性呼吸系统综合症冠状病毒2病毒,,,
SAVR,surgical aortic valve replacement,手术主动脉瓣置换,,,
SB,small bowel,小肠,https://en.wikipedia.org/wiki/Small_intestine,,
SBFT,small bowel follow through,小肠通过,https://en.wikipedia.org/wiki/Upper_gastrointestinal_series,,
SBO,small bowel obstruction,肠梗阻,https://en.wikipedia.org/wiki/Bowel_obstruction#Small_bowel_obstruction,,
SBP,spontaneous bacterial peritonitis,自发性细菌性腹膜炎,https://en.wikipedia.org/wiki/Spontaneous_bacterial_peritonitis,,
SBP,systolic blood pressure,血压,https://en.wikipedia.org/wiki/Blood_pressure,,
SBRT,Stereotactic Body Radiation Therapy,放射手术,https://en.wikipedia.org/wiki/Radiosurgery#Clinical_applications,,
SC,Sydenham chorea,Sydenham chorea,https://en.wikipedia.org/wiki/Sydenham%27s_chorea,,
SC,subcutaneous,皮下,https://en.wikipedia.org/wiki/Subcutaneous,,
SCA,sudden cardiac arrest,心搏停止,https://en.wikipedia.org/wiki/Cardiac_arrest,,
SCA,superior cerebellar artery,小脑上动脉,https://en.wikipedia.org/wiki/Superior_cerebellar_artery,,
SCC,squamous cell carcinoma,鳞状细胞癌,https://en.wikipedia.org/wiki/Squamous_cell_carcinoma,,
SCD,sudden cardiac death,心搏停止,https://en.wikipedia.org/wiki/Cardiac_arrest,,
SCEP,spinal cord evoked potentials,脊髓诱发电位,,,
SCI,spinal cord injury,脊髓损伤,https://en.wikipedia.org/wiki/Spinal_cord_injury,,
SCID,Severe Combined Immune Deficiency,严重的综合免疫缺陷,,,
SCIg,subcutaneous immunoglobulin,静脉注射免疫球蛋白,https://en.wikipedia.org/wiki/Immunoglobulin_therapy,,
SCS,spinal cord stimulator,脊髓刺激器,https://en.wikipedia.org/wiki/Spinal_cord_stimulator,,
SCT,specialty care transport,专科护理运输,,,
SCT,stem cell transplantation,骨髓移植,https://en.wikipedia.org/wiki/Hematopoietic_stem_cell_transplantation,,
SCU,special care unit,特别护理单位,,,
SD,standard deviation,标准差,https://en.wikipedia.org/wiki/Standard_deviation,,
SDB,sleep disordered breathing,睡眠呼吸障碍,https://en.wikipedia.org/wiki/Sleep_and_breathing#Sleep-disordered_breathing_(abnormal_sleep_and_breathing_or_sleep-related_breathing_disorders),,
SDH,subdural hematoma,头部外伤,https://en.wikipedia.org/wiki/Subdural_hematoma,,
SDS,standard deviation score,标准差评分,,,
SEC,spontaneous echo contrast,自发回声对比,,,
SEC,squamous epithelial cell,上皮组织,https://en.wikipedia.org/wiki/Epithelium#Cell_types,,
SECD,Swine Enteric Coronavirus Disease,猪肠道冠状病毒病,,,
SEMLS,single-event multilevel surgery,单事件多级手术,,,
SEP,somatosensory evoked potential,体感诱发电位,https://en.wikipedia.org/wiki/Somatosensory_evoked_potential,,
SERM,selective-estrogen receptor modulator,选择性雌激素受体调节剂,,,
SES-CD,Simple Endoscopic Score for Crohn Disease,克罗恩病的简单内镜评分,,,
SFA,superficial femoral artery,股动脉,https://en.wikipedia.org/wiki/Femoral_artery,,
SG,sleeve gastrectomy,袖胃切除术,https://en.wikipedia.org/wiki/Sleeve_gastrectomy,,
SGLT-2,sodium-glucose cotransporter-2,钠葡萄糖共转运蛋白2,,,
SGOT,serum glutamic oxaloacetic transaminase,天冬氨酸氨基转移酶,https://en.wikipedia.org/wiki/Aspartate_transaminase,,
SGPT,serum glutamic pyruvic transaminase,血清谷氨酸丙酮酸转氨酶,,,
SHBG,Sex Hormone Binding Globulin,性激素结合球蛋白,,,
SHM,sporadic hemiplegic migraine,偶发性偏瘫偏头痛,https://en.wikipedia.org/wiki/Sporadic_hemiplegic_migraine,,
SI,sacroiliac,骶髂,https://en.wikipedia.org/wiki/Sacroiliac_joint,,
SI,suicidal ideation,自杀意念,https://en.wikipedia.org/wiki/Suicidal_ideation,,
SIBO,small intestinal bacterial overgrowth,小肠细菌过度生长,https://en.wikipedia.org/wiki/Small_intestinal_bacterial_overgrowth,,
SIDS,sudden infant death syndrome,婴儿猝死症,https://en.wikipedia.org/wiki/Sudden_infant_death_syndrome,,
SIJ,sacroiliac joint,cro关节,https://en.wikipedia.org/wiki/Sacroiliac_joint,,
SIMV,synchronized intermittent mandatory ventilation,同步间歇强制通风,https://en.wikipedia.org/wiki/Intermittent_mandatory_ventilation,,
SIRS,Systemic Inflammatory Response Syndrome,系统性炎症反应综合征,,,
SIRT,selective internal radiation therapy,选择性内部放射疗法,https://en.wikipedia.org/wiki/Selective_internal_radiation_therapy,,
SL,stool lactoferrin,大便乳铁蛋白,,,
SL,sublingual,口腔黏膜吸收,https://en.wikipedia.org/wiki/Sublingual_administration,,
SLE,systemic lupus erythematosus,全身性红斑狼疮,https://en.wikipedia.org/wiki/Lupus,,
SLNB,sentinel lymph node biopsy,前哨淋巴结,https://en.wikipedia.org/wiki/Sentinel_lymph_node,,
SLP,speech and language pathology,言语治疗,https://en.wikipedia.org/wiki/Speech-language_pathology,,
SLRT,Straight Leg Raising Test,直腿抬高测试,,,
SM,self massage,自我按摩,,,
SM grade,Spetzler-Martin grade,Spetzler-Martin级,,,
SMA,Superior Mesenteric Artery,肠系膜上动脉,https://en.wikipedia.org/wiki/Superior_mesenteric_artery,,
SMA,smooth muscle antibody,平滑肌抗体,,,
SMA,spinal muscular atrophy,脊髓性肌肉萎缩症,https://en.wikipedia.org/wiki/Spinal_muscular_atrophy,,
SMART,Self-Management and Recovery Training,自我管理和恢复培训,,,
SMART,Sepsis Management Alert Response Team,败血症管理警报响应团队,,,
SMBG,Self-Monitoring of Blood Glucose,血糖自我监测,,,
SMILE,submucosal minimally invasive lingual excision,粘膜下微创舌切除,,,
SMX-TMP,sulfamethoxazole-trimethoprim,复方新诺明,https://en.wikipedia.org/wiki/Trimethoprim/sulfamethoxazole,,
SNC1,serum nadir creatinine level in the first year of life,出生后第一年的血清天底肌酐水平,,,
SND,sinus node dysfunction,窦房结功能障碍,,,
SNF,skilled nursing facility,熟练的护理设施,https://en.wikipedia.org/wiki/Nursing_home,,
SNHL,sensorineural hearing loss,感觉神经性耳聋,https://en.wikipedia.org/wiki/Sensorineural_hearing_loss,,
SNP,Single Nucleotide Polymorphism,单核苷酸多态性,https://en.wikipedia.org/wiki/Single-nucleotide_polymorphism,,
SNRI,serotonin-norepinephrine reuptake inhibitor,5-羟色胺和去甲肾上腺素再摄取抑制剂,https://en.wikipedia.org/wiki/Serotonin%E2%80%93norepinephrine_reuptake_inhibitor,,
SNV,single nucleotide variant,单核苷酸多态性,https://en.wikipedia.org/wiki/Single-nucleotide_polymorphism,,
SOAP,"subjective, objective, assessment, plan",主观，客观，评估，计划,,,
SOB,shortness of breath,呼吸困难,https://en.wikipedia.org/wiki/Shortness_of_breath,,
SOCS,suppressors of cytokine signaling,细胞因子信号转导抑制剂,,,
SOD,sinus ostial dilation,鼻窦扩张,,,
SOS,Son of Sevenless,无情之子,https://en.wikipedia.org/wiki/Son_of_Sevenless,,
SOT,solid organ transplant,实体器官移植,,,
SPCCT,spectral photon-counting CT,光谱光子计数CT,,,
SPECT,single photon emission computed tomography,单光子发射计算机断层扫描,https://en.wikipedia.org/wiki/Single-photon_emission_computed_tomography,,
SQ,subcutaneous,皮下,https://en.wikipedia.org/wiki/Subcutaneous,,
SR,sinus rhythm,窦性心律,https://en.wikipedia.org/wiki/Sinus_rhythm,,
SR,survival rate,存活率,https://en.wikipedia.org/wiki/Survival_rate,,
SR,sustained release,持续释放,https://en.wikipedia.org/wiki/Modified-release_dosage,,
SRAAA,Suprarenal Abdominal Aortic Aneurysm,肾上腹主动脉瘤,,,
SRBD,sleep related breathing disorders,睡眠相关的呼吸障碍,,,
SROM,spontaneous rupture of membranes,羊膜囊破裂,https://en.wikipedia.org/wiki/Rupture_of_membranes,,
SRP,signal recognition peptide,信号识别肽,,,
SRS,stereotactic radiosurgery,立体定向放射外科,https://en.wikipedia.org/wiki/Stereotactic_surgery,,
SRT,septal reduction therapy,间隔减少疗法,,,
SSD,splice-site disruptions,剪接位点破坏,,,
SSED,summary of safety and effectiveness data,安全性和有效性数据摘要,,,
SSEP,spinal somatosensory evoked potential,脊柱体感诱发电位,,,
SSI,supplemental security income,补充担保收入,,,
SSI,surgical site infection,手术部位感染,https://en.wikipedia.org/wiki/Perioperative_mortality#Infection,,
SSIS,Social Skills Improvement System,社会技能提升系统,,,
SSNHL,sudden sensorineural hearing loss,突然的感音神经性听力损失,,,
SSPT,spot-scanning proton therapy,点扫描质子治疗,,,
SSR,showed sinus rhythm,表现出窦性心律,,,
SSRI,selective serotonin reuptake inhibitor,选择性5-羟色胺再摄取抑制剂,https://en.wikipedia.org/wiki/Selective_serotonin_reuptake_inhibitor,,
SSTI,skin and soft tissue infection,皮肤和软组织感染,https://en.wikipedia.org/wiki/Skin_and_skin_structure_infection,,
SSZ,sulfasalazine,柳氮磺胺吡啶,https://en.wikipedia.org/wiki/Sulfasalazine,,
ST,stent thrombosis,支架血栓形成,,,
STAT,signal transducer and activator of transcription,信号转导子和转录激活子,,,
STD,sexually transmitted disease,性感染疾病,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,
STEC,Shiga toxin–producing E. coli,产生志贺毒素的大肠杆菌,,,
STEMI,ST elevation myocardial infarction,心肌梗死,https://en.wikipedia.org/wiki/Myocardial_infarction#STEMI,,
STI,sexuallty transmitted infection,性传播感染,,,
STOPAH,Steroids or Pentoxifylline for Alcoholic Hepatitis,类固醇或己酮可可碱治疗酒精性肝炎,,,
STRN,Soft tissue radionecrosis,软组织放射性坏死,,,
STS,Society of Thoracic Surgeons,胸外科医师学会,https://en.wikipedia.org/wiki/Society_of_Thoracic_Surgeons,,
STS,soft tissue sarcoma,软组织肉瘤,https://en.wikipedia.org/wiki/Soft-tissue_sarcoma,,
STSG,Split Thickness Skin Graft,分割厚度的植皮,,,
SUD,substance use disorder,物质使用疾患,https://en.wikipedia.org/wiki/Substance_use_disorder,,
SUVmax,Maximum Standard Uptake Value,最大标准摄取值,,,
SVC,superior vena cava,上腔静脉,https://en.wikipedia.org/wiki/Superior_vena_cava,,
SVD,single vessel disease,单支血管疾病,,,
SVD,small-vessel disease,小血管疾病,,,
SVD,spontaneous vaginal delivery,阴道分娩,https://en.wikipedia.org/wiki/Vaginal_delivery,,
SVG,saphenous vein graft,隐静脉移植,https://en.wikipedia.org/wiki/Great_saphenous_vein,,
SVR,sustained virologic response,持续的病毒学应答,,,
SVT,supraventricular tachycardia,室上性心搏过速,https://en.wikipedia.org/wiki/Supraventricular_tachycardia,,
SW,social work,社会工作,https://en.wikipedia.org/wiki/Social_work,,
SW,stab wound,刀伤,https://en.wikipedia.org/wiki/Stab_wound,,
SWI,Susceptibility Weighted Imaging,磁化率加权成像,https://en.wikipedia.org/wiki/Susceptibility_weighted_imaging,,
SWS,Sturge–Weber syndrome,斯特奇-韦伯综合征,https://en.wikipedia.org/wiki/Sturge%E2%80%93Weber_syndrome,,
SaO2,arterial oxygen saturation,动脉血氧饱和度,,,
SpO2,pulse oximetry,脉搏血氧仪,https://en.wikipedia.org/wiki/Pulse_oximetry,,
Sx,symptoms,症状,https://en.wikipedia.org/wiki/Symptom,,
sAb,surface antibody,表面抗体,,,
sAg,surface antigen,表面抗原,,,
sEMG,surface electromyography,表面肌电图,https://en.wikipedia.org/wiki/Electromyography,,
sat,saturation,饱和性,https://en.wikipedia.org/wiki/Saturation,,
siRNA,small interfering RNA,小分子干扰核糖核酸,https://en.wikipedia.org/wiki/Small_interfering_RNA,,
T,temperature,温度,https://en.wikipedia.org/wiki/Temperature,,
T Bili,total bilirubin,胆红素,https://en.wikipedia.org/wiki/Bilirubin,,
T&A,tonsillectomy and adenoidectomy,扁桃体切除术和腺样体切除术,,,
T-PLL,T-Cell Prolymphocytic Leukemia,T细胞淋巴细胞白血病,,,
